"Subject" "Activity" "variable" "avg"
"2677" "13" "STANDING" "tBodyAccJerk-mean-Z" -0.000704979340543859
"2678" "13" "SITTING" "tBodyAccJerk-mean-Z" -0.0232397245106122
"2679" "13" "LAYING" "tBodyAccJerk-mean-Z" -0.00988389709596774
"2680" "13" "WALKING" "tBodyAccJerk-mean-Z" 0.00597249011754386
"2681" "13" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.0252977670276596
"2682" "13" "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0254126299290909
"2683" "18" "STANDING" "tBodyAccJerk-mean-Z" -0.00181640480191781
"2684" "18" "SITTING" "tBodyAccJerk-mean-Z" 0.00278757042058246
"2685" "18" "LAYING" "tBodyAccJerk-mean-Z" -0.00121344813430769
"2686" "18" "WALKING" "tBodyAccJerk-mean-Z" 0.010685091
"2687" "18" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.01417699182
"2688" "18" "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" 0.0093589662862069
"2689" "20" "STANDING" "tBodyAccJerk-mean-Z" -0.00613681937487671
"2690" "20" "SITTING" "tBodyAccJerk-mean-Z" 0.00160134859924242
"2691" "20" "LAYING" "tBodyAccJerk-mean-Z" -0.00309891846569118
"2692" "20" "WALKING" "tBodyAccJerk-mean-Z" 0.00634457223529412
"2693" "20" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.00253482149777778
"2694" "20" "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.024542099304902
"2695" "24" "STANDING" "tBodyAccJerk-mean-Z" -0.00358774904913043
"2696" "24" "SITTING" "tBodyAccJerk-mean-Z" -0.00113300171426471
"2697" "24" "LAYING" "tBodyAccJerk-mean-Z" -0.00589225849902778
"2698" "24" "WALKING" "tBodyAccJerk-mean-Z" -0.0116401387758621
"2699" "24" "WALKING_DOWNSTAIRS" "tBodyAccJerk-mean-Z" -0.00846915857363636
"2700" "24" "WALKING_UPSTAIRS" "tBodyAccJerk-mean-Z" -0.0132353651798305
"2701" "1" "STANDING" "tBodyAccJerk-std-X" -0.994604542264151
"2702" "1" "SITTING" "tBodyAccJerk-std-X" -0.986430711276596
"2703" "1" "LAYING" "tBodyAccJerk-std-X" -0.958482112
"2704" "1" "WALKING" "tBodyAccJerk-std-X" -0.113615602435789
"2705" "1" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.012283860544898
"2706" "1" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.446843887735849
"2707" "3" "STANDING" "tBodyAccJerk-std-X" -0.957086489344262
"2708" "3" "SITTING" "tBodyAccJerk-std-X" -0.974467390384615
"2709" "3" "LAYING" "tBodyAccJerk-std-X" -0.98087931483871
"2710" "3" "WALKING" "tBodyAccJerk-std-X" -0.26867964387931
"2711" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0858010042244898
"2712" "3" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.458364616949153
"2713" "5" "STANDING" "tBodyAccJerk-std-X" -0.962647080178571
"2714" "5" "SITTING" "tBodyAccJerk-std-X" -0.975204850227273
"2715" "5" "LAYING" "tBodyAccJerk-std-X" -0.983307862115385
"2716" "5" "WALKING" "tBodyAccJerk-std-X" -0.302891024625
"2717" "5" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0322415501638298
"2718" "5" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.223896564340426
"2719" "6" "STANDING" "tBodyAccJerk-std-X" -0.973132635789474
"2720" "6" "SITTING" "tBodyAccJerk-std-X" -0.969929476363636
"2721" "6" "LAYING" "tBodyAccJerk-std-X" -0.966341054736842
"2722" "6" "WALKING" "tBodyAccJerk-std-X" -0.132784766936842
"2723" "6" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.165271070858333
"2724" "6" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.180301156098039
"2725" "7" "STANDING" "tBodyAccJerk-std-X" -0.976403544716981
"2726" "7" "SITTING" "tBodyAccJerk-std-X" -0.982158098125
"2727" "7" "LAYING" "tBodyAccJerk-std-X" -0.980977756153846
"2728" "7" "WALKING" "tBodyAccJerk-std-X" -0.346026226140351
"2729" "7" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0285033927287234
"2730" "7" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.415153115882353
"2731" "8" "STANDING" "tBodyAccJerk-std-X" -0.989198879814815
"2732" "8" "SITTING" "tBodyAccJerk-std-X" -0.985188753695652
"2733" "8" "LAYING" "tBodyAccJerk-std-X" -0.973253042222222
"2734" "8" "WALKING" "tBodyAccJerk-std-X" -0.2586886278125
"2735" "8" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.250143724521053
"2736" "8" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.186618895268293
"2737" "11" "STANDING" "tBodyAccJerk-std-X" -0.992527404255319
"2738" "11" "SITTING" "tBodyAccJerk-std-X" -0.980335163584906
"2739" "11" "LAYING" "tBodyAccJerk-std-X" -0.985259108596491
"2740" "11" "WALKING" "tBodyAccJerk-std-X" -0.428516343559322
"2741" "11" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0834212653347826
"2742" "11" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.452961683518519
"2743" "14" "STANDING" "tBodyAccJerk-std-X" -0.978248526
"2744" "14" "SITTING" "tBodyAccJerk-std-X" -0.980890655185185
"2745" "14" "LAYING" "tBodyAccJerk-std-X" -0.971473557058824
"2746" "14" "WALKING" "tBodyAccJerk-std-X" -0.454497019661017
"2747" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0129597549231111
"2748" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.368780418888889
"2749" "15" "STANDING" "tBodyAccJerk-std-X" -0.985459068490566
"2750" "15" "SITTING" "tBodyAccJerk-std-X" -0.988162333898305
"2751" "15" "LAYING" "tBodyAccJerk-std-X" -0.981739386805556
"2752" "15" "WALKING" "tBodyAccJerk-std-X" -0.373217585
"2753" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.134593836190476
"2754" "15" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.186944664541667
"2755" "16" "STANDING" "tBodyAccJerk-std-X" -0.991026497435897
"2756" "16" "SITTING" "tBodyAccJerk-std-X" -0.990861134782609
"2757" "16" "LAYING" "tBodyAccJerk-std-X" -0.988416723857143
"2758" "16" "WALKING" "tBodyAccJerk-std-X" -0.396223738431373
"2759" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.101186926595745
"2760" "16" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.521089140196078
"2761" "17" "STANDING" "tBodyAccJerk-std-X" -0.992094005512821
"2762" "17" "SITTING" "tBodyAccJerk-std-X" -0.99434060296875
"2763" "17" "LAYING" "tBodyAccJerk-std-X" -0.981489017183099
"2764" "17" "WALKING" "tBodyAccJerk-std-X" -0.355492635409836
"2765" "17" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.103436471413043
"2766" "17" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.292665827083333
"2767" "19" "STANDING" "tBodyAccJerk-std-X" -0.984792035205479
"2768" "19" "SITTING" "tBodyAccJerk-std-X" -0.987043285479452
"2769" "19" "LAYING" "tBodyAccJerk-std-X" -0.983605223493976
"2770" "19" "WALKING" "tBodyAccJerk-std-X" 0.110306729315577
"2771" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.544273037307692
"2772" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.1742790558
"2773" "21" "STANDING" "tBodyAccJerk-std-X" -0.97706335011236
"2774" "21" "SITTING" "tBodyAccJerk-std-X" -0.989439392235294
"2775" "21" "LAYING" "tBodyAccJerk-std-X" -0.984826520888889
"2776" "21" "WALKING" "tBodyAccJerk-std-X" -0.114888873837692
"2777" "21" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.00214655719111111
"2778" "21" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.424052014680851
"2779" "22" "STANDING" "tBodyAccJerk-std-X" -0.975639080634921
"2780" "22" "SITTING" "tBodyAccJerk-std-X" -0.981664149193548
"2781" "22" "LAYING" "tBodyAccJerk-std-X" -0.970355191527778
"2782" "22" "WALKING" "tBodyAccJerk-std-X" 0.0358787094391304
"2783" "22" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.0869139849722222
"2784" "22" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.00853992680952381
"2785" "23" "STANDING" "tBodyAccJerk-std-X" -0.983141958970588
"2786" "23" "SITTING" "tBodyAccJerk-std-X" -0.984561803823529
"2787" "23" "LAYING" "tBodyAccJerk-std-X" -0.986360446805556
"2788" "23" "WALKING" "tBodyAccJerk-std-X" -0.229328122305085
"2789" "23" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.198947061775926
"2790" "23" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.365398622764706
"2791" "25" "STANDING" "tBodyAccJerk-std-X" -0.988312658378378
"2792" "25" "SITTING" "tBodyAccJerk-std-X" -0.992278621692308
"2793" "25" "LAYING" "tBodyAccJerk-std-X" -0.973323412328767
"2794" "25" "WALKING" "tBodyAccJerk-std-X" -0.607620931621622
"2795" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.501968387931034
"2796" "25" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.663642746307692
"2797" "26" "STANDING" "tBodyAccJerk-std-X" -0.990498355
"2798" "26" "SITTING" "tBodyAccJerk-std-X" -0.99225839525641
"2799" "26" "LAYING" "tBodyAccJerk-std-X" -0.989315824868421
"2800" "26" "WALKING" "tBodyAccJerk-std-X" -0.328452881355932
"2801" "26" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.128111641206
"2802" "26" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.290879965872727
"2803" "27" "STANDING" "tBodyAccJerk-std-X" -0.987628362
"2804" "27" "SITTING" "tBodyAccJerk-std-X" -0.990658097857143
"2805" "27" "LAYING" "tBodyAccJerk-std-X" -0.986471899324324
"2806" "27" "WALKING" "tBodyAccJerk-std-X" -0.316184021578947
"2807" "27" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.00358338882727273
"2808" "27" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.468066189411765
"2809" "28" "STANDING" "tBodyAccJerk-std-X" -0.968604559620253
"2810" "28" "SITTING" "tBodyAccJerk-std-X" -0.976286679444444
"2811" "28" "LAYING" "tBodyAccJerk-std-X" -0.9801647165
"2812" "28" "WALKING" "tBodyAccJerk-std-X" -0.335700184259259
"2813" "28" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0167652227782609
"2814" "28" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.312671655921569
"2815" "29" "STANDING" "tBodyAccJerk-std-X" -0.993652820615385
"2816" "29" "SITTING" "tBodyAccJerk-std-X" -0.993525560333333
"2817" "29" "LAYING" "tBodyAccJerk-std-X" -0.99200598942029
"2818" "29" "WALKING" "tBodyAccJerk-std-X" -0.22143354279434
"2819" "29" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.023952574044375
"2820" "29" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.182365815065306
"2821" "30" "STANDING" "tBodyAccJerk-std-X" -0.968430745254237
"2822" "30" "SITTING" "tBodyAccJerk-std-X" -0.988864577419355
"2823" "30" "LAYING" "tBodyAccJerk-std-X" -0.977463775571429
"2824" "30" "WALKING" "tBodyAccJerk-std-X" -0.374400941384615
"2825" "30" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.226643901120968
"2826" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.535420203384615
"2827" "2" "STANDING" "tBodyAccJerk-std-X" -0.981085715555556
"2828" "2" "SITTING" "tBodyAccJerk-std-X" -0.988055854130435
"2829" "2" "LAYING" "tBodyAccJerk-std-X" -0.98587216875
"2830" "2" "WALKING" "tBodyAccJerk-std-X" -0.277530462620339
"2831" "2" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.147249143238298
"2832" "2" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.276121886479167
"2833" "4" "STANDING" "tBodyAccJerk-std-X" -0.972586541964286
"2834" "4" "SITTING" "tBodyAccJerk-std-X" -0.9767421962
"2835" "4" "LAYING" "tBodyAccJerk-std-X" -0.978302781111111
"2836" "4" "WALKING" "tBodyAccJerk-std-X" -0.297042612533333
"2837" "4" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.145759708684667
"2838" "4" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.380488027307692
"2839" "9" "STANDING" "tBodyAccJerk-std-X" -0.969973398888889
"2840" "9" "SITTING" "tBodyAccJerk-std-X" -0.9645358564
"2841" "9" "LAYING" "tBodyAccJerk-std-X" -0.9647404702
"2842" "9" "WALKING" "tBodyAccJerk-std-X" -0.206733787961538
"2843" "9" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.017623342197619
"2844" "9" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.335291644693878
"2845" "10" "STANDING" "tBodyAccJerk-std-X" -0.964311490454545
"2846" "10" "SITTING" "tBodyAccJerk-std-X" -0.988946414074074
"2847" "10" "LAYING" "tBodyAccJerk-std-X" -0.978007466724138
"2848" "10" "WALKING" "tBodyAccJerk-std-X" -0.0521991013207547
"2849" "10" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.223275806105263
"2850" "10" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.187220175510638
"2851" "12" "STANDING" "tBodyAccJerk-std-X" -0.972440195081967
"2852" "12" "SITTING" "tBodyAccJerk-std-X" -0.976494200784314
"2853" "12" "LAYING" "tBodyAccJerk-std-X" -0.969276283333333
"2854" "12" "WALKING" "tBodyAccJerk-std-X" -0.01350661106
"2855" "12" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" 0.00631914373913043
"2856" "12" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.359856972115385
"2857" "13" "STANDING" "tBodyAccJerk-std-X" -0.987636104210526
"2858" "13" "SITTING" "tBodyAccJerk-std-X" -0.992827264081633
"2859" "13" "LAYING" "tBodyAccJerk-std-X" -0.98541995
"2860" "13" "WALKING" "tBodyAccJerk-std-X" -0.220910068015789
"2861" "13" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.0740908045319149
"2862" "13" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.487325539818182
"2863" "18" "STANDING" "tBodyAccJerk-std-X" -0.989436673835616
"2864" "18" "SITTING" "tBodyAccJerk-std-X" -0.991624662105263
"2865" "18" "LAYING" "tBodyAccJerk-std-X" -0.985921071076923
"2866" "18" "WALKING" "tBodyAccJerk-std-X" -0.368056913928571
"2867" "18" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.387223932363636
"2868" "18" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.563202134655172
"2869" "20" "STANDING" "tBodyAccJerk-std-X" -0.959528332191781
"2870" "20" "SITTING" "tBodyAccJerk-std-X" -0.982078229242424
"2871" "20" "LAYING" "tBodyAccJerk-std-X" -0.984270728235294
"2872" "20" "WALKING" "tBodyAccJerk-std-X" -0.090645041854902
"2873" "20" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.135699627468889
"2874" "20" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.185695388078431
"2875" "24" "STANDING" "tBodyAccJerk-std-X" -0.980573836811594
"2876" "24" "SITTING" "tBodyAccJerk-std-X" -0.988564382205882
"2877" "24" "LAYING" "tBodyAccJerk-std-X" -0.98636543375
"2878" "24" "WALKING" "tBodyAccJerk-std-X" -0.485863255344828
"2879" "24" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-X" -0.337218894
"2880" "24" "WALKING_UPSTAIRS" "tBodyAccJerk-std-X" -0.49876467220339
"2881" "1" "STANDING" "tBodyAccJerk-std-Y" -0.98564873245283
"2882" "1" "SITTING" "tBodyAccJerk-std-Y" -0.981371965319149
"2883" "1" "LAYING" "tBodyAccJerk-std-Y" -0.9241492736
"2884" "1" "WALKING" "tBodyAccJerk-std-Y" 0.0670025007684211
"2885" "1" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.101601390640816
"2886" "1" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.378274426037736
"2887" "3" "STANDING" "tBodyAccJerk-std-Y" -0.941686785737705
"2888" "3" "SITTING" "tBodyAccJerk-std-Y" -0.953631390961538
"2889" "3" "LAYING" "tBodyAccJerk-std-Y" -0.968710724677419
"2890" "3" "WALKING" "tBodyAccJerk-std-Y" -0.0449619594258621
"2891" "3" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.111439194979592
"2892" "3" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.251680364540678
"2893" "5" "STANDING" "tBodyAccJerk-std-Y" -0.931217140714286
"2894" "5" "SITTING" "tBodyAccJerk-std-Y" -0.952786261136364
"2895" "5" "LAYING" "tBodyAccJerk-std-Y" -0.964560430961538
"2896" "5" "WALKING" "tBodyAccJerk-std-Y" -0.0910397428607143
"2897" "5" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0473612314702128
"2898" "5" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.125026612744681
"2899" "6" "STANDING" "tBodyAccJerk-std-Y" -0.949362277017544
"2900" "6" "SITTING" "tBodyAccJerk-std-Y" -0.945143686181818
"2901" "6" "LAYING" "tBodyAccJerk-std-Y" -0.933674494385965
"2902" "6" "WALKING" "tBodyAccJerk-std-Y" 0.00808897373684211
"2903" "6" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.276544029529167
"2904" "6" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0413994646723529
"2905" "7" "STANDING" "tBodyAccJerk-std-Y" -0.965810609622642
"2906" "7" "SITTING" "tBodyAccJerk-std-Y" -0.969458676458333
"2907" "7" "LAYING" "tBodyAccJerk-std-Y" -0.973093160192308
"2908" "7" "WALKING" "tBodyAccJerk-std-Y" -0.0547448948245614
"2909" "7" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.296279674759574
"2910" "7" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.519897595686274
"2911" "8" "STANDING" "tBodyAccJerk-std-Y" -0.976442140740741
"2912" "8" "SITTING" "tBodyAccJerk-std-Y" -0.980784606086957
"2913" "8" "LAYING" "tBodyAccJerk-std-Y" -0.976520952037037
"2914" "8" "WALKING" "tBodyAccJerk-std-Y" 0.233987544458333
"2915" "8" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.288140718789474
"2916" "8" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0123501104926829
"2917" "11" "STANDING" "tBodyAccJerk-std-Y" -0.979428279574468
"2918" "11" "SITTING" "tBodyAccJerk-std-Y" -0.966766643396226
"2919" "11" "LAYING" "tBodyAccJerk-std-Y" -0.972777455263158
"2920" "11" "WALKING" "tBodyAccJerk-std-Y" -0.181419230254237
"2921" "11" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.126816662141304
"2922" "11" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.428119229814815
"2923" "14" "STANDING" "tBodyAccJerk-std-Y" -0.966362425833333
"2924" "14" "SITTING" "tBodyAccJerk-std-Y" -0.967828356296296
"2925" "14" "LAYING" "tBodyAccJerk-std-Y" -0.96812761745098
"2926" "14" "WALKING" "tBodyAccJerk-std-Y" -0.344339569152542
"2927" "14" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.192791766468889
"2928" "14" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.336427181240741
"2929" "15" "STANDING" "tBodyAccJerk-std-Y" -0.967720399622641
"2930" "15" "SITTING" "tBodyAccJerk-std-Y" -0.978126998813559
"2931" "15" "LAYING" "tBodyAccJerk-std-Y" -0.970921587777778
"2932" "15" "WALKING" "tBodyAccJerk-std-Y" -0.0319265467387037
"2933" "15" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0158059210738095
"2934" "15" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.311861356875
"2935" "16" "STANDING" "tBodyAccJerk-std-Y" -0.98262195474359
"2936" "16" "SITTING" "tBodyAccJerk-std-Y" -0.981800970724638
"2937" "16" "LAYING" "tBodyAccJerk-std-Y" -0.984867286857143
"2938" "16" "WALKING" "tBodyAccJerk-std-Y" -0.425563858627451
"2939" "16" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.261684752425532
"2940" "16" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.425625937254902
"2941" "17" "STANDING" "tBodyAccJerk-std-Y" -0.98666125974359
"2942" "17" "SITTING" "tBodyAccJerk-std-Y" -0.98863700234375
"2943" "17" "LAYING" "tBodyAccJerk-std-Y" -0.976960542816901
"2944" "17" "WALKING" "tBodyAccJerk-std-Y" -0.0935385034
"2945" "17" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.304063534173913
"2946" "17" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.349791873229167
"2947" "19" "STANDING" "tBodyAccJerk-std-Y" -0.970543276575342
"2948" "19" "SITTING" "tBodyAccJerk-std-Y" -0.979267729041096
"2949" "19" "LAYING" "tBodyAccJerk-std-Y" -0.974524522650602
"2950" "19" "WALKING" "tBodyAccJerk-std-Y" 0.0809271194038462
"2951" "19" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.355306716915385
"2952" "19" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0128865483575
"2953" "21" "STANDING" "tBodyAccJerk-std-Y" -0.963921458202247
"2954" "21" "SITTING" "tBodyAccJerk-std-Y" -0.979002804823529
"2955" "21" "LAYING" "tBodyAccJerk-std-Y" -0.971584753222222
"2956" "21" "WALKING" "tBodyAccJerk-std-Y" -0.0347143855729423
"2957" "21" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0796009757622222
"2958" "21" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.203209665702128
"2959" "22" "STANDING" "tBodyAccJerk-std-Y" -0.952303493968254
"2960" "22" "SITTING" "tBodyAccJerk-std-Y" -0.964782832419355
"2961" "22" "LAYING" "tBodyAccJerk-std-Y" -0.955151526805556
"2962" "22" "WALKING" "tBodyAccJerk-std-Y" 0.225542290191304
"2963" "22" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0198613278611111
"2964" "22" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.0575784544857143
"2965" "23" "STANDING" "tBodyAccJerk-std-Y" -0.975219983676471
"2966" "23" "SITTING" "tBodyAccJerk-std-Y" -0.978045837794118
"2967" "23" "LAYING" "tBodyAccJerk-std-Y" -0.988611616666667
"2968" "23" "WALKING" "tBodyAccJerk-std-Y" -0.0805017337711864
"2969" "23" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.0883301225796296
"2970" "23" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.328225031
"2971" "25" "STANDING" "tBodyAccJerk-std-Y" -0.972272410540541
"2972" "25" "SITTING" "tBodyAccJerk-std-Y" -0.982870991692308
"2973" "25" "LAYING" "tBodyAccJerk-std-Y" -0.945687169726027
"2974" "25" "WALKING" "tBodyAccJerk-std-Y" -0.382619718513514
"2975" "25" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.371661522413793
"2976" "25" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.627131235692308
"2977" "26" "STANDING" "tBodyAccJerk-std-Y" -0.975935485405405
"2978" "26" "SITTING" "tBodyAccJerk-std-Y" -0.986215215641026
"2979" "26" "LAYING" "tBodyAccJerk-std-Y" -0.987182887763158
"2980" "26" "WALKING" "tBodyAccJerk-std-Y" -0.261863589338983
"2981" "26" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.08640490273602
"2982" "26" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.399771473818182
"2983" "27" "STANDING" "tBodyAccJerk-std-Y" -0.975829725
"2984" "27" "SITTING" "tBodyAccJerk-std-Y" -0.985097470714286
"2985" "27" "LAYING" "tBodyAccJerk-std-Y" -0.985159461756757
"2986" "27" "WALKING" "tBodyAccJerk-std-Y" -0.104090459225439
"2987" "27" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.138528104113636
"2988" "27" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.426833499411765
"2989" "28" "STANDING" "tBodyAccJerk-std-Y" -0.933768175063291
"2990" "28" "SITTING" "tBodyAccJerk-std-Y" -0.962219452777778
"2991" "28" "LAYING" "tBodyAccJerk-std-Y" -0.97867953975
"2992" "28" "WALKING" "tBodyAccJerk-std-Y" -0.220123120851852
"2993" "28" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.0265530133695652
"2994" "28" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.331602407372549
"2995" "29" "STANDING" "tBodyAccJerk-std-Y" -0.983338157846154
"2996" "29" "SITTING" "tBodyAccJerk-std-Y" -0.9840551
"2997" "29" "LAYING" "tBodyAccJerk-std-Y" -0.989513565652174
"2998" "29" "WALKING" "tBodyAccJerk-std-Y" -0.087174644469434
"2999" "29" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.07734083835625
"3000" "29" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.388624195510204
"3001" "30" "STANDING" "tBodyAccJerk-std-Y" -0.957318881355932
"3002" "30" "SITTING" "tBodyAccJerk-std-Y" -0.980420928387097
"3003" "30" "LAYING" "tBodyAccJerk-std-Y" -0.971049778142857
"3004" "30" "WALKING" "tBodyAccJerk-std-Y" -0.270709274446154
"3005" "30" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.194656096556452
"3006" "30" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.587214542923077
"3007" "2" "STANDING" "tBodyAccJerk-std-Y" -0.97105943962963
"3008" "2" "SITTING" "tBodyAccJerk-std-Y" -0.977983955434783
"3009" "2" "LAYING" "tBodyAccJerk-std-Y" -0.98317254125
"3010" "2" "WALKING" "tBodyAccJerk-std-Y" -0.0166022362847458
"3011" "2" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" 0.126828014557447
"3012" "2" "WALKING_UPSTAIRS" "tBodyAccJerk-std-Y" -0.185648954220833
"3013" "4" "STANDING" "tBodyAccJerk-std-Y" -0.938354677857143
"3014" "4" "SITTING" "tBodyAccJerk-std-Y" -0.9445961056
"3015" "4" "LAYING" "tBodyAccJerk-std-Y" -0.942209488333333
"3016" "4" "WALKING" "tBodyAccJerk-std-Y" -0.221165131581667
"3017" "4" "WALKING_DOWNSTAIRS" "tBodyAccJerk-std-Y" -0.146242294857778
